person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,cb_person_default_on_file_Y
24,60000,3.0,4000,5.42,0.07,2,False,False,False,True,False,False,False,False,False
23,74000,1.0,3500,12.87,0.05,3,False,False,True,True,False,False,False,False,True
39,48000,4.0,3000,5.42,0.06,16,False,False,False,False,False,True,False,False,False
23,81000,7.0,18000,13.98,0.22,4,False,False,True,True,False,False,False,False,False
26,63400,0.0,20000,9.62,0.32,3,False,True,False,False,False,False,False,True,False
28,40000,3.0,8000,10.95,0.2,6,False,False,True,False,False,True,False,False,False
27,27000,0.0,11500,20.11,0.43,9,False,True,False,True,False,False,False,False,False
31,38000,15.0,14400,8.94,0.38,7,False,False,True,False,False,False,False,True,False
33,34000,7.0,10000,14.22,0.29,9,False,False,True,False,False,False,False,False,False
23,92004,7.0,24250,11.12,0.26,2,False,False,False,True,False,False,False,False,False
23,28800,0.0,1500,7.74,0.05,3,False,False,True,False,False,True,False,False,False
29,60000,0.0,2400,10.75,0.04,9,False,False,False,True,False,False,False,False,False
24,92000,1.0,25000,12.73,0.27,4,False,False,True,False,False,False,False,True,True
30,120000,14.0,7500,15.65,0.06,8,False,False,False,False,False,False,False,True,False
37,73000,4.0,11500,12.21,0.16,13,False,False,True,False,True,False,False,False,False
24,138000,4.0,5000,13.23,0.04,4,False,False,True,False,False,False,True,False,True
22,32004,6.0,10000,10.83,0.31,3,False,False,False,True,False,False,False,False,False
23,70000,4.0,6000,7.49,0.09,2,False,False,True,True,False,False,False,False,False
29,120000,8.0,28000,7.9,0.23,8,False,False,False,False,False,True,False,False,False
24,45000,3.0,7800,7.51,0.17,2,False,False,True,False,False,False,True,False,False
25,19200,3.0,5000,10.99,0.26,3,False,False,True,False,False,False,False,True,False
23,136000,7.0,8000,8.32,0.06,2,False,False,False,True,False,False,False,False,False
23,60000,4.0,10000,13.22,0.17,4,False,True,False,False,False,False,False,True,False
38,45000,6.0,6000,11.71,0.13,12,False,False,True,True,False,False,False,False,False
30,59000,4.0,4000,8.94,0.07,7,False,False,True,False,False,False,True,False,False
31,31000,0.0,12500,8.94,0.4,8,False,True,False,False,False,False,True,False,False
24,69000,9.0,7200,7.88,0.1,2,False,False,False,False,False,True,False,False,False
37,21600,4.0,3800,11.011694892245036,0.18,13,False,False,True,False,False,False,False,False,True
23,70000,8.0,6725,6.62,0.1,2,False,False,True,False,False,False,False,True,False
23,111000,7.0,7000,8.0,0.06,3,False,False,True,True,False,False,False,False,False
29,34000,0.0,3500,12.69,0.1,8,False,False,True,False,False,False,False,True,False
23,140000,6.0,16400,15.96,0.12,3,False,True,False,True,False,False,False,False,True
28,36000,1.0,4800,12.61,0.13,9,False,False,True,False,False,True,False,False,False
24,55000,6.0,9000,12.87,0.16,4,False,False,True,False,False,False,False,False,False
29,49000,2.0,12000,15.37,0.24,7,False,False,True,False,False,False,False,False,False
22,36000,4.0,6000,8.9,0.17,3,False,True,False,False,False,False,False,True,False
25,88000,0.0,25000,14.96,0.28,4,False,False,True,False,False,False,False,True,False
26,32400,10.0,10000,11.011694892245036,0.31,4,False,False,False,False,False,True,False,False,True
22,24000,6.0,10000,11.011694892245036,0.42,3,False,False,True,False,False,False,False,False,False
22,67500,1.0,7500,9.76,0.11,2,False,False,True,False,False,False,False,True,False
25,9600,1.0,5500,12.87,0.57,3,False,False,False,False,False,True,False,False,False
23,56000,8.0,21600,21.21,0.39,4,False,False,True,False,False,True,False,False,True
36,50000,1.0,15200,12.21,0.3,15,False,True,False,False,True,False,False,False,False
69,80000,12.0,4800,14.79,0.06,22,False,False,True,False,False,True,False,False,True
41,70000,12.0,20800,12.21,0.3,11,False,False,False,False,False,False,False,False,False
23,40000,0.0,3400,6.92,0.09,3,False,False,True,False,False,False,False,True,False
23,36000,2.0,16750,15.28,0.47,4,False,False,True,False,False,True,False,False,True
29,120000,3.0,6250,12.53,0.05,9,False,False,False,False,False,False,False,False,False
24,34000,2.0,5000,12.23,0.15,2,False,False,True,True,False,False,False,False,False
35,50000,4.0,7000,11.49,0.14,9,False,False,True,False,False,False,False,False,False
25,55000,9.0,6300,11.49,0.11,3,False,False,False,True,False,False,False,False,False
28,28320,4.0,8700,14.61,0.31,8,False,False,True,False,False,False,False,True,False
28,99996,6.0,10000,5.42,0.1,9,False,False,False,False,False,False,False,True,False
29,48504,0.0,5000,13.98,0.1,5,False,False,True,False,False,False,False,False,True
27,45760,6.0,14000,11.011694892245036,0.31,6,False,True,False,False,False,True,False,False,False
22,18000,2.0,5400,15.23,0.3,4,False,False,True,False,False,False,False,False,False
48,140000,4.0,18000,9.99,0.13,11,False,False,False,True,False,False,False,False,False
30,30000,5.0,1100,14.65,0.04,10,False,False,False,False,False,False,True,False,False
36,55000,8.0,7500,8.9,0.14,13,False,False,True,False,False,False,False,True,False
26,40000,0.0,8200,6.62,0.2,4,False,False,True,False,False,False,False,True,False
33,60000,3.0,3500,7.9,0.06,9,False,False,False,False,False,False,False,False,False
21,45000,3.0,6500,10.74,0.14,2,False,False,True,False,False,False,False,True,False
22,51000,6.0,7500,5.99,0.15,2,False,False,True,False,False,False,True,False,False
23,55000,7.0,15000,9.2,0.27,4,False,False,False,False,False,False,False,False,False
23,72000,7.0,2400,12.69,0.03,2,False,False,False,False,False,False,False,True,False
29,26000,2.0,1500,12.99,0.06,6,False,False,True,False,False,False,False,True,True
24,72000,4.0,20000,14.74,0.28,3,False,False,True,False,True,False,False,False,True
25,30000,3.0,3000,12.98,0.1,3,False,False,True,False,False,False,False,False,False
32,62000,6.0,6000,11.011694892245036,0.1,5,False,False,True,False,False,True,False,False,False
25,300000,9.0,18000,16.45,0.06,3,False,False,False,False,True,False,False,False,False
34,62000,2.0,9100,13.48,0.15,7,False,False,True,False,False,False,True,False,False
24,40000,0.0,15000,7.88,0.38,4,False,False,True,False,False,True,False,False,False
28,55000,6.0,12000,14.27,0.22,10,False,False,True,False,False,True,False,False,True
24,78000,8.0,25000,12.18,0.32,4,False,True,False,True,False,False,False,False,False
28,72000,3.0,4000,10.99,0.06,6,False,False,False,False,True,False,False,False,False
27,122880,3.0,35000,8.49,0.28,5,False,False,False,False,False,False,False,True,False
38,60000,22.0,2700,11.99,0.04,15,False,False,False,False,False,False,False,True,False
22,55000,6.0,7500,6.03,0.14,2,False,False,True,False,False,False,False,False,False
24,38000,2.0,12000,13.23,0.32,3,False,False,True,False,False,False,True,False,True
25,59000,6.0,5000,6.17,0.08,2,False,True,False,False,False,True,False,False,False
39,41725,4.0,11500,14.09,0.28,13,False,False,True,False,False,False,False,True,True
27,51600,5.0,10800,6.91,0.21,8,False,False,False,False,False,False,False,False,False
28,50000,1.0,4800,10.37,0.1,10,False,False,True,False,False,False,True,False,False
35,14400,2.0,4800,10.62,0.33,7,False,False,True,False,False,False,False,True,False
22,43200,4.0,9000,14.54,0.21,4,False,False,True,True,False,False,False,False,True
34,80000,2.0,2000,10.36,0.03,7,False,False,True,False,False,False,True,False,False
30,110000,4.0,12000,10.74,0.11,8,False,False,False,False,False,True,False,False,False
23,54000,4.0,5000,9.99,0.09,3,False,False,False,False,False,False,False,False,False
22,49000,6.0,10000,16.45,0.2,2,False,False,True,False,False,False,True,False,False
24,85000,8.0,22000,6.54,0.26,4,False,True,False,False,False,False,False,True,False
36,37000,5.0,3000,18.39,0.08,15,False,False,False,False,False,True,False,False,True
26,45000,10.0,10000,6.91,0.22,4,False,False,False,False,False,False,False,False,False
25,90000,2.0,15000,12.42,0.17,2,False,False,False,False,False,True,False,False,False
24,32000,1.0,2700,11.011694892245036,0.08,3,False,False,True,False,False,False,False,True,False
21,42000,6.0,7200,5.42,0.17,4,False,False,True,True,False,False,False,False,False
22,54000,0.0,4000,11.14,0.07,3,False,False,False,True,False,False,False,False,False
27,69996,1.0,6000,11.86,0.09,6,False,False,True,False,False,False,True,False,False
36,63599,10.0,5200,7.91,0.08,14,False,False,False,False,True,False,False,False,False
39,20400,3.0,6000,15.27,0.29,13,False,False,True,False,False,True,False,False,True
27,75000,5.0,8500,17.19,0.11,5,False,False,False,False,True,False,False,False,False
29,70000,2.0,20000,13.85,0.29,5,False,False,True,False,False,True,False,False,False
42,44000,0.0,8400,13.57,0.19,13,False,False,True,True,False,False,False,False,True
35,350000,10.0,35000,17.49,0.1,7,False,False,False,False,False,False,False,True,False
25,40000,9.0,5600,14.61,0.14,2,False,False,True,True,False,False,False,False,False
22,29534,1.0,4800,11.99,0.16,4,False,False,True,True,False,False,False,False,False
24,61100,4.0,25000,17.49,0.41,3,False,False,False,False,False,False,False,False,False
27,65000,4.0,28000,7.9,0.43,10,False,False,True,False,False,False,True,False,False
24,116300,6.0,5000,14.96,0.04,4,False,False,True,False,True,False,False,False,True
47,54000,1.0,4000,11.58,0.07,11,False,False,False,False,False,False,False,False,False
23,68000,3.0,9750,10.37,0.14,3,False,False,False,False,False,False,False,True,False
25,36000,2.0,3600,15.23,0.1,4,False,False,True,True,False,False,False,False,False
30,145000,4.0,12000,11.011694892245036,0.08,8,False,False,False,True,False,False,False,False,False
50,29000,1.0,1500,10.39,0.05,15,False,False,True,False,False,False,True,False,False
29,75000,2.0,9000,11.011694892245036,0.12,6,False,False,False,False,False,False,True,False,False
23,95000,6.0,15000,9.88,0.16,4,False,False,True,True,False,False,False,False,False
30,40000,14.0,5500,6.62,0.14,8,False,False,True,False,False,False,False,True,False
23,98800,7.0,1000,11.49,0.01,3,False,False,False,False,False,False,False,True,False
26,55000,2.0,14000,9.99,0.25,4,False,False,True,True,False,False,False,False,False
26,92795,10.0,19000,10.37,0.2,4,False,False,False,False,False,True,False,False,False
40,75600,9.0,14000,7.51,0.19,14,False,False,False,False,False,False,False,True,False
21,43000,5.0,6500,12.73,0.15,3,False,False,True,True,False,False,False,False,False
42,32400,1.0,8875,16.29,0.27,16,False,False,True,False,False,False,False,False,False
23,52360,4.0,15000,16.49,0.29,2,False,False,False,False,False,False,True,False,True
22,36628,4.0,6000,11.86,0.16,4,False,False,True,True,False,False,False,False,False
28,20292,3.0,3900,12.53,0.19,9,False,False,True,False,False,False,False,True,False
23,32400,0.0,5000,11.011694892245036,0.15,2,False,False,True,False,False,True,False,False,False
25,53000,1.0,6475,10.59,0.12,4,False,False,True,False,False,False,True,False,False
52,35000,0.0,6000,11.011694892245036,0.17,22,False,False,True,False,False,False,True,False,False
23,63000,7.0,20000,7.9,0.32,3,False,False,False,True,False,False,False,False,False
32,90000,8.0,25000,11.58,0.28,6,False,False,False,False,True,False,False,False,False
25,33000,3.0,9000,5.79,0.27,3,False,False,True,False,False,False,True,False,False
22,80000,6.0,10000,7.14,0.13,4,False,False,False,False,False,False,False,False,False
23,78000,7.0,8100,7.29,0.1,2,False,False,True,False,False,True,False,False,False
34,58000,11.0,10000,10.65,0.17,9,False,False,True,False,False,False,True,False,False
29,280000,6.0,15000,12.99,0.05,7,False,False,False,False,False,False,False,True,False
48,130000,2.0,24000,9.91,0.18,15,False,False,True,True,False,False,False,False,False
46,51600,16.0,10000,7.51,0.19,17,False,False,False,False,False,False,True,False,False
22,35496,6.0,10200,11.011694892245036,0.29,3,False,False,True,False,False,False,False,True,True
21,30000,5.0,7500,11.83,0.25,4,False,False,True,True,False,False,False,False,False
42,78000,4.0,8000,10.78,0.1,13,False,False,False,False,False,True,False,False,True
22,85000,4.0,15000,6.03,0.18,2,False,False,False,False,False,False,False,True,False
23,40000,1.0,6000,7.68,0.15,2,False,False,True,False,False,False,True,False,False
28,63000,1.0,11500,9.99,0.18,8,False,False,False,False,True,False,False,False,False
22,53000,0.0,5000,7.9,0.09,4,False,False,True,True,False,False,False,False,False
27,36000,5.0,14400,10.62,0.4,9,False,True,False,True,False,False,False,False,False
21,60000,5.0,10000,12.18,0.17,4,False,False,True,False,False,True,False,False,False
26,103000,4.0,3000,7.88,0.03,4,False,False,True,False,False,False,True,False,False
26,43000,9.0,8800,5.42,0.2,3,False,False,False,False,False,False,True,False,False
26,120000,3.0,4600,6.39,0.04,2,False,False,False,False,False,False,True,False,False
29,69000,6.0,18000,12.61,0.26,9,False,False,False,False,False,False,True,False,False
31,42096,15.0,12500,11.11,0.3,5,False,False,True,False,False,False,True,False,False
28,35000,4.0,10000,16.77,0.29,8,False,False,True,False,False,False,True,False,True
46,60000,7.0,3600,6.99,0.06,13,False,False,False,False,False,False,True,False,False
36,46000,3.0,8000,5.42,0.17,15,False,False,False,False,False,False,False,True,False
23,74880,3.0,3500,11.11,0.05,4,False,False,True,True,False,False,False,False,False
27,113400,6.0,2100,11.99,0.02,7,False,True,False,False,False,False,False,True,False
24,84200,8.0,24500,13.85,0.29,4,False,False,True,False,False,True,False,False,False
23,96000,0.0,20000,11.11,0.21,2,False,False,False,False,False,False,False,True,False
21,44000,5.0,6000,12.61,0.14,3,False,False,False,False,False,True,False,False,False
29,130000,9.0,4200,6.99,0.03,8,False,False,False,False,False,False,False,False,False
24,50000,3.0,6625,11.22,0.13,2,False,False,True,False,False,True,False,False,False
25,39996,2.0,10000,10.99,0.25,4,False,False,True,False,False,True,False,False,False
23,47496,7.0,3500,12.69,0.07,2,False,False,True,True,False,False,False,False,False
33,69996,11.0,3200,9.99,0.05,8,False,False,False,False,False,True,False,False,False
24,23000,4.0,5500,6.54,0.24,3,False,False,True,False,False,True,False,False,False
23,27600,6.0,6800,8.9,0.25,3,False,False,True,True,False,False,False,False,False
38,65000,6.0,7500,12.29,0.12,13,False,False,True,False,False,False,True,False,True
31,36000,2.0,2800,16.0,0.08,9,False,False,True,False,False,False,False,True,False
36,40000,4.0,14000,10.99,0.35,16,False,True,False,False,False,False,False,True,False
22,45600,5.0,2000,10.36,0.04,2,False,False,False,False,False,False,False,True,False
22,29916,1.0,6000,15.65,0.2,2,False,False,True,False,False,False,True,False,False
21,83000,5.0,15000,12.84,0.18,4,False,False,False,False,False,False,True,False,True
25,70000,4.0,6300,10.37,0.09,4,False,False,False,False,False,False,False,True,False
26,64000,3.0,2500,10.99,0.04,3,False,False,True,False,False,True,False,False,False
28,35000,2.0,7200,7.66,0.21,6,False,False,True,False,False,True,False,False,False
23,85000,4.0,24000,10.74,0.28,2,False,False,False,True,False,False,False,False,False
24,110000,5.0,15000,10.25,0.14,4,False,False,False,False,False,False,False,True,False
28,110000,1.0,12000,8.94,0.11,10,False,False,False,True,False,False,False,False,False
21,35000,5.0,4800,10.99,0.14,3,False,False,False,False,False,False,False,False,False
24,110000,0.0,5000,6.03,0.05,4,False,False,False,True,False,False,False,False,False
21,18000,3.0,1500,12.87,0.08,4,False,False,True,False,False,False,False,False,True
23,80000,3.0,4000,14.46,0.05,4,False,False,True,True,False,False,False,False,True
30,72000,14.0,3000,9.99,0.04,9,False,False,False,False,True,False,False,False,False
34,20400,6.0,3300,13.06,0.16,10,False,False,False,False,False,True,False,False,True
29,123000,0.0,6500,11.011694892245036,0.05,10,False,False,True,True,False,False,False,False,False
47,70000,2.0,9000,12.87,0.13,14,False,False,True,True,False,False,False,False,False
52,100000,4.0,10000,9.88,0.1,25,False,True,False,False,False,False,True,False,False
24,58000,3.0,6000,5.42,0.1,4,False,False,False,False,True,False,False,False,False
24,56004,5.0,6000,10.0,0.11,3,False,False,False,False,False,False,False,False,False
27,112000,5.0,8000,6.17,0.07,8,False,False,False,False,False,False,True,False,False
21,76000,6.0,14000,12.69,0.18,3,False,False,False,False,False,True,False,False,False
34,30412,4.0,12000,10.38,0.39,5,False,False,True,False,False,True,False,False,False
24,48000,3.0,2800,12.53,0.06,4,False,True,False,False,True,False,False,False,True
37,117300,12.0,10000,11.011694892245036,0.07,11,False,False,False,False,False,True,False,False,False
22,30000,6.0,10000,10.37,0.33,4,False,False,True,False,False,False,False,False,False
22,35000,3.0,3500,11.011694892245036,0.1,3,False,False,False,False,False,True,False,False,True
24,75000,2.0,10000,11.26,0.13,4,False,False,False,False,False,False,False,True,False
35,70000,6.0,17000,9.88,0.24,6,False,True,False,False,False,False,False,True,False
21,56000,5.0,15000,16.0,0.27,2,False,False,True,False,False,True,False,False,False
23,48000,7.0,14125,11.011694892245036,0.29,2,False,False,False,False,False,False,False,True,False
25,51669,2.0,12000,10.37,0.23,4,False,False,False,False,True,False,False,False,False
33,70000,3.0,20000,12.84,0.29,7,False,False,False,False,False,False,False,True,True
25,180000,3.0,9950,11.26,0.06,2,False,False,False,False,False,False,False,True,False
22,52000,6.0,10000,11.71,0.19,3,False,False,True,False,False,False,False,True,False
23,78000,1.0,3500,9.96,0.04,4,False,False,True,False,False,False,False,True,False
27,39000,0.0,6900,12.87,0.18,9,False,False,False,False,False,False,False,False,False
24,70000,4.0,9000,9.63,0.13,2,True,False,False,False,False,False,True,False,False
24,10800,8.0,5000,7.88,0.46,2,False,False,True,False,False,False,False,True,False
25,100505,9.0,35000,11.99,0.35,3,False,True,False,False,True,False,False,False,False
30,21600,1.0,1500,11.71,0.07,8,False,False,True,False,False,False,False,False,False
22,36000,6.0,10500,10.74,0.29,2,False,False,True,False,False,False,False,False,False
25,34000,6.0,5000,11.011694892245036,0.15,2,False,False,True,False,False,False,False,True,False
31,96588,2.0,20000,10.95,0.21,9,False,False,True,False,True,False,False,False,False
26,48000,10.0,4200,6.92,0.09,3,False,False,True,False,False,True,False,False,False
54,77000,24.0,24000,13.49,0.31,21,False,False,True,False,False,False,False,True,False
43,50000,2.0,5000,9.63,0.1,16,False,False,False,False,False,False,False,False,False
28,30000,3.0,6000,13.98,0.2,8,False,False,False,False,False,True,False,False,True
23,30000,4.0,7925,15.27,0.26,4,False,False,True,False,False,False,False,False,True
24,93000,2.0,2100,9.91,0.02,2,False,False,True,False,True,False,False,False,False
24,72000,1.0,16000,10.25,0.22,3,False,False,False,True,False,False,False,False,False
24,75000,7.0,8000,16.29,0.11,4,False,False,False,True,False,False,False,False,True
25,48000,7.0,9000,15.05,0.19,3,False,False,True,False,True,False,False,False,True
33,42000,3.0,13000,7.9,0.31,6,False,False,False,False,False,False,False,False,False
31,55200,5.0,15000,15.58,0.27,10,False,False,True,False,False,True,False,False,True
26,90000,0.0,10000,6.62,0.11,4,False,False,False,False,False,False,False,False,False
23,30000,4.0,3500,11.49,0.12,2,False,False,True,False,False,True,False,False,False
25,100000,0.0,15000,6.03,0.15,3,False,False,False,True,False,False,False,False,False
25,80000,4.0,15000,12.61,0.19,2,False,False,False,False,True,False,False,False,False
26,104000,0.0,20000,10.74,0.19,2,False,False,True,False,False,False,False,False,False
25,82560,1.0,12000,10.99,0.15,3,False,False,True,True,False,False,False,False,False
25,100000,2.0,15000,15.99,0.15,3,False,False,False,True,False,False,False,False,True
40,24000,3.0,2700,14.27,0.11,11,False,False,True,False,False,False,True,False,True
34,31704,2.0,3000,11.49,0.09,8,False,False,True,False,False,False,False,True,False
23,74000,3.0,25000,10.36,0.34,2,False,False,True,False,False,True,False,False,False
32,100000,7.0,14400,13.35,0.14,5,False,False,True,False,False,False,False,False,False
34,70000,16.0,4000,7.74,0.06,5,False,False,False,False,False,False,True,False,False
27,48000,4.0,2800,7.49,0.06,10,False,False,True,False,False,False,False,True,False
23,132000,5.0,15000,6.99,0.11,2,False,False,False,False,False,False,True,False,False
27,40000,2.0,6000,11.011694892245036,0.15,9,False,False,True,False,False,False,True,False,False
26,93000,10.0,16000,11.11,0.17,4,False,False,True,False,False,False,False,False,False
25,102000,9.0,23600,13.49,0.23,4,False,False,True,False,False,False,False,False,False
24,38000,0.0,12000,11.89,0.32,3,False,False,True,False,False,False,True,False,False
24,13200,1.0,4000,5.79,0.3,3,False,False,True,True,False,False,False,False,False
24,130000,3.0,5000,12.42,0.04,2,False,False,False,False,False,False,False,False,False
25,31000,4.0,5200,5.42,0.17,4,False,False,False,False,True,False,False,False,False
27,40800,3.0,2000,7.49,0.05,9,False,False,True,False,False,False,False,True,False
23,42000,0.0,11000,7.88,0.26,2,False,False,False,False,False,False,False,False,False
24,62100,8.0,6000,12.53,0.1,2,False,False,False,True,False,False,False,False,False
21,28000,3.0,8000,10.99,0.29,2,False,False,True,True,False,False,False,False,False
24,243600,6.0,12000,6.03,0.05,3,False,False,False,False,False,True,False,False,False
25,90000,9.0,15000,12.18,0.17,2,False,False,False,False,False,False,False,False,False
24,55000,8.0,5500,8.59,0.1,4,False,False,False,False,True,False,False,False,False
41,95000,3.0,10000,16.49,0.11,16,False,False,True,False,False,False,False,True,False
24,75000,5.0,12000,5.99,0.16,4,False,False,False,False,True,False,False,False,False
23,60000,4.0,7500,7.66,0.13,2,False,False,True,False,False,False,True,False,False
27,35000,1.0,3500,8.59,0.1,6,False,False,True,False,False,False,False,True,False
25,92000,6.0,25000,12.69,0.27,3,False,False,True,False,True,False,False,False,False
32,240000,5.0,8400,7.51,0.04,6,False,False,False,False,False,True,False,False,False
26,56000,4.0,25000,12.87,0.45,2,False,False,True,False,False,False,False,False,False
24,90000,8.0,4300,7.9,0.05,4,False,False,False,False,True,False,False,False,False
25,36000,3.0,7000,12.73,0.19,4,False,False,False,False,True,False,False,False,False
37,32000,4.0,10000,13.79,0.31,14,False,False,True,False,False,True,False,False,False
25,57400,9.0,8475,6.99,0.15,2,False,False,False,False,False,False,False,False,False
23,54000,4.0,11200,13.99,0.21,2,False,False,True,True,False,False,False,False,True
34,59000,18.0,5500,7.9,0.09,8,False,True,False,True,False,False,False,False,False
23,48000,0.0,6800,6.54,0.14,4,False,False,True,False,False,False,True,False,False
25,26400,1.0,4000,10.74,0.15,3,False,False,False,False,True,False,False,False,False
30,36000,2.0,13500,9.91,0.38,5,False,False,False,False,False,False,False,False,False
32,39000,4.0,16700,7.51,0.43,8,False,False,False,False,False,False,False,True,False
30,60000,0.0,6000,8.94,0.1,8,False,False,False,False,True,False,False,False,False
29,33000,2.0,7200,11.71,0.22,10,False,False,True,True,False,False,False,False,False
31,100000,6.0,6000,10.99,0.06,6,False,False,False,False,False,True,False,False,False
32,84996,7.0,6000,12.99,0.07,7,False,False,False,False,False,False,False,False,True
21,9000,4.0,3000,15.23,0.33,4,False,False,True,False,True,False,False,False,False
23,120000,7.0,6000,6.99,0.05,3,False,False,False,False,False,True,False,False,False
29,96000,4.0,15000,11.011694892245036,0.16,6,False,False,False,False,False,False,False,False,False
27,44000,5.0,10000,15.27,0.23,7,False,False,True,False,False,False,False,True,True
50,76500,1.0,20000,11.99,0.26,17,False,False,True,False,False,False,True,False,False
26,81204,1.0,9100,10.95,0.11,4,False,False,False,True,False,False,False,False,False
29,79000,1.0,7000,11.011694892245036,0.09,9,False,False,False,False,False,False,False,False,False
36,59004,11.0,10000,7.51,0.17,15,False,False,False,False,False,False,False,True,False
23,25800,2.0,6000,11.011694892245036,0.23,3,False,False,True,False,False,False,False,True,True
24,200000,8.0,20000,11.011694892245036,0.1,3,False,False,False,False,False,False,False,False,False
39,30000,6.0,9000,16.89,0.3,16,False,False,True,False,False,False,False,False,False
23,57996,7.0,7200,11.011694892245036,0.12,2,False,False,False,False,False,False,False,False,False
26,76800,2.0,12800,6.92,0.17,3,False,False,False,False,False,False,False,True,False
25,136112,9.0,15600,19.42,0.11,2,False,False,False,False,True,False,False,False,False
23,124000,4.0,16000,6.03,0.13,4,False,False,False,False,False,True,False,False,False
22,94342,4.0,2400,10.59,0.03,4,False,False,False,True,False,False,False,False,False
28,75000,5.0,23850,16.29,0.32,10,False,False,True,False,False,False,False,True,False
25,89000,4.0,7000,10.99,0.08,3,False,False,True,True,False,False,False,False,False
44,62400,4.0,10000,16.82,0.16,15,False,False,True,False,True,False,False,False,False
66,82000,8.0,28000,7.9,0.34,20,False,False,False,False,False,False,True,False,False
26,200000,4.0,15000,14.79,0.07,3,False,False,False,True,False,False,False,False,False
24,56400,0.0,4000,14.75,0.07,2,False,False,True,True,False,False,False,False,True
27,28000,1.0,7600,10.99,0.27,7,False,False,True,False,False,False,False,False,False
37,42000,4.0,3000,6.17,0.07,13,False,False,False,False,False,False,False,False,False
29,36538,2.0,2500,6.62,0.07,7,False,False,False,False,False,False,True,False,False
23,94000,1.0,13000,6.03,0.14,4,False,False,False,False,False,False,True,False,False
26,33800,4.0,13000,13.57,0.38,2,False,False,True,False,False,False,True,False,True
26,36000,0.0,6350,8.94,0.18,4,False,False,False,False,False,False,False,False,False
23,40000,3.0,8000,11.49,0.2,2,False,False,True,True,False,False,False,False,False
22,30000,1.0,9375,11.71,0.31,2,False,False,True,False,False,False,True,False,False
25,55000,5.0,9000,11.11,0.16,2,False,False,True,False,True,False,False,False,False
22,47800,3.0,15000,11.86,0.31,4,False,False,False,False,False,True,False,False,False
23,70000,1.0,3500,5.42,0.05,2,False,False,True,False,False,False,False,True,False
30,50000,4.0,3000,14.22,0.06,10,False,True,False,False,False,False,False,True,True
21,15360,0.0,1600,12.69,0.1,2,False,False,True,True,False,False,False,False,False
50,50000,7.0,7500,11.011694892245036,0.15,16,False,False,True,False,True,False,False,False,True
29,42000,13.0,9000,13.06,0.21,5,False,False,True,False,False,False,True,False,False
28,74000,12.0,10000,11.71,0.14,8,False,False,True,False,True,False,False,False,False
22,45000,3.0,5000,9.91,0.11,3,False,False,True,False,False,True,False,False,False
22,69996,2.0,8000,12.84,0.11,4,False,True,False,False,False,True,False,False,True
31,85000,5.0,16000,11.34,0.19,8,False,False,True,True,False,False,False,False,True
31,41000,1.0,4000,10.0,0.1,10,False,False,True,False,False,True,False,False,False
22,40800,5.0,2000,6.62,0.05,2,False,False,True,False,False,True,False,False,False
27,96000,9.0,5600,15.21,0.06,8,False,True,False,False,False,False,True,False,False
25,77004,2.0,16000,13.92,0.21,2,False,False,False,False,False,False,False,False,False
35,82863,14.0,11000,11.011694892245036,0.13,9,False,False,True,True,False,False,False,False,False
53,40000,6.0,4000,12.99,0.1,22,False,False,True,False,False,False,False,True,True
26,109500,10.0,5000,10.95,0.05,3,False,False,False,False,False,False,False,True,False
60,98000,1.0,15000,16.29,0.15,25,False,False,True,False,False,False,False,False,True
33,130000,1.0,20000,6.62,0.15,10,False,False,True,True,False,False,False,False,False
24,65000,0.0,3000,12.73,0.05,3,False,False,False,False,False,False,False,False,False
25,70000,6.0,15000,11.89,0.21,2,False,False,True,False,False,False,True,False,False
23,36000,0.0,8000,7.51,0.22,2,False,False,True,True,False,False,False,False,False
29,89004,2.0,4800,14.11,0.05,8,False,False,False,True,False,False,False,False,True
28,44900,12.0,17500,14.35,0.39,10,False,False,True,False,False,True,False,False,True
33,40800,4.0,15000,7.51,0.37,5,False,False,False,False,False,False,False,False,False
36,56650,16.0,12000,13.72,0.21,11,False,False,False,False,False,False,False,True,False
26,82000,5.0,19075,7.9,0.23,2,False,False,False,False,False,False,True,False,False
29,32000,5.0,9000,16.77,0.28,8,False,False,True,False,False,False,True,False,False
23,38850,0.0,4000,12.72,0.1,2,False,False,True,True,False,False,False,False,True
25,11000,3.0,3400,11.011694892245036,0.31,2,False,False,True,False,False,True,False,False,False
25,52000,5.0,19000,11.011694892245036,0.37,4,False,False,True,False,False,True,False,False,False
21,120000,5.0,15000,10.25,0.13,2,False,False,False,False,False,False,False,True,False
35,80000,7.0,2000,12.99,0.03,9,False,False,True,False,False,False,False,True,True
26,65000,1.0,10000,7.66,0.15,3,False,False,True,False,False,False,True,False,False
34,48000,7.0,8400,11.71,0.17,8,False,False,False,False,False,False,False,True,False
47,90000,1.0,25000,15.65,0.28,17,False,False,True,False,False,False,False,True,True
28,30000,6.0,4200,15.23,0.14,7,False,False,True,False,False,False,False,True,True
23,168000,6.0,15750,10.75,0.09,2,False,False,False,False,False,False,True,False,False
25,80004,4.0,12000,10.36,0.15,3,False,False,True,False,True,False,False,False,False
